genus,image_url,summary
Erronea,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Erronea_onyx_01.JPG/250px-Erronea_onyx_01.JPG,"Erronea is a genus of sea snails, marine gastropod mollusks in the family Cypraeidae, the cowries."
Murchisonella,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Murchisonella_africana_%28MNHN-IM-2000-25004%29.jpeg/250px-Murchisonella_africana_%28MNHN-IM-2000-25004%29.jpeg,"Murchisonella is a genus of sea snails, marine gastropod mollusks in the subfamily Murchisonellinae of the family Murchisonellidae, the pyrams and their allies."
Vasticardium,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Coque_blanche_%28Cerastoderma_edule%29.jpg/250px-Coque_blanche_%28Cerastoderma_edule%29.jpg,"A cockle is an edible marine bivalve mollusc. Although many small edible bivalves are loosely called cockles, true cockles are species in the family Cardiidae. True cockles live in sandy, sheltered beaches throughout the world."
Gigantidas,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Gigantidas_tangaroa.jpg/250px-Gigantidas_tangaroa.jpg,"Gigantidas is a genus of large, deepwater, hydrothermal vent mussels, marine bivalve molluscs in the family Mytilidae. == Distribution and habitat == Species in this genus are found on deep-sea hydrothermal vents on the southern Kermadec Ridge. These mussels form dense beds at these sites."
Haplocochlias,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Haplocochlias_arawakorum_%28MNHN-IM-2012-7815%29.jpeg/250px-Haplocochlias_arawakorum_%28MNHN-IM-2012-7815%29.jpeg,"Haplocochlias is a genus of sea snails, marine gastropod mollusks in the family Skeneidae. == Description == The solid, subperforate shell has a turbinate shape. The aperture is rounded."
Wallaconchis,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Wallaconchis_sinanui_%2810.3897-zookeys.763.21252%29_Figure_7_%28cropped%29.jpg/250px-Wallaconchis_sinanui_%2810.3897-zookeys.763.21252%29_Figure_7_%28cropped%29.jpg,"Wallaconchis is a genus of air-breathing sea slugs, a shell-less marine pulmonate gastropod mollusks in the family Onchidiidae. They live in the intertidal zone near mangrove trees on coral rubble, sand, sandy mud, or rocks."
Nassarina,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Nassarina_perata_001.jpg/250px-Nassarina_perata_001.jpg,"Nassarina is a genus of sea snails, marine gastropod molluscs in the family Columbellidae, the dove snails."
Carminodoris,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Carminodoris_grandiflora_%28photo_de_nuit%29.jpg/250px-Carminodoris_grandiflora_%28photo_de_nuit%29.jpg,"Carminodoris is a genus of sea slugs, dorid nudibranchs, shell-less marine gastropod mollusks in the family Discodorididae. The genus Carminodoris was originally classified by Bergh in 1891 in the subfamily Platydorididae (despite the use of the suffix -idea), a subfamily of the family Dorididae. In 1934 Alice Pruvot-Fol elevated this subfamily to its new status as the family Latydorididae."
Tapes,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Tapes_ngocae_%28MNHN-IM-2014-6069%29.jpeg/250px-Tapes_ngocae_%28MNHN-IM-2014-6069%29.jpeg,Tapes is a genus of bivalves belonging to the subfamily Tapetinae of the family Veneridae.
Tuba,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Yamaha_Bass_tuba_YFB-822.tif/lossy-page1-154px-Yamaha_Bass_tuba_YFB-822.tif.jpg,"The tuba (UK: ; US: ) is the largest and lowest-pitched musical instrument in the brass family. As with all brass instruments, the sound is produced by lip vibration – a buzz – into a mouthpiece. It first appeared in the mid-19th century, making it one of the newer instruments in the modern orchestra and concert band, and largely replaced the ophicleide. Tuba is Latin for ""trumpet"". A person who plays the tuba is called a tubaist, a tubist, or simply a tuba player. In a British brass band or military band, they are known as bass players."
Tricolia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Tricolia_gabiniana_002.jpg/250px-Tricolia_gabiniana_002.jpg,"Tricolia is a genus of sea snails, marine gastropod molluscs in the subfamily Tricoliinae of the family Phasianellidae. This genus formerly belonged to the family Tricoliidae. == Description == This genus consists of small species with a head without frontal lobes."
Solamen,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Solamen_dollfusi_%28MNHN-IM-2000-32908%29.jpeg/250px-Solamen_dollfusi_%28MNHN-IM-2000-32908%29.jpeg,"Solomon (), also called Jedidiah, was the fourth monarch of the Kingdom of Israel and Judah, according to the Hebrew Bible. The successor of his father David, he is described as having been the penultimate ruler of all Twelve Tribes of Israel under an amalgamated Israel and Judah. The hypothesized dates of Solomon's reign are from 970 to 931 BCE. According to the biblical narrative, after Solomon's death, his son and successor Rehoboam adopted harsh policies towards the northern Israelites, who then rejected the reign of the House of David and sought Jeroboam as their king."
Dendrodoris,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Bluespeckled_dendrodoris.jpg/250px-Bluespeckled_dendrodoris.jpg,"Dendrodoris is a genus of nudibranchs, marine gastropod molluscs in the family Dendrodorididae."
Desbruyeresia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Desbruyeresia is a genus of sea snails, marine gastropod mollusks in the family Provannidae."
Diaphana,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,Diaphana is a genus of gastropods belonging to the family Diaphanidae. The genus has almost cosmopolitan distribution.
Dolicholatirus,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Dolicholatirus_bairstowi_001.jpg/250px-Dolicholatirus_bairstowi_001.jpg,"Dolicholatirus is a genus of sea snails, marine gastropod mollusks in the family Dolicholatiridae."
Drillia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Drillia_quadrasi_002.jpg/250px-Drillia_quadrasi_002.jpg,"Drillia is a genus of small sea snails, marine gastropod mollusks in the family Drilliidae. == General characteristics == The shell is turriculated, with an elevated spire, longitudinal ribs, and usually revolving striae. The spiral sculpture of the shell is rather smooth or shows a wide spacing of incised lines."
Kylix,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Kylix_ianthe_001.jpg/250px-Kylix_ianthe_001.jpg,"Kylix is a genus of sea snails, marine gastropod mollusks in the family Drilliidae. Species in this genus are characterized by an incised sculpture, a simple aperture and a more delicate shell. They have a dorsal varix, a protrusion on the back of the body whorl."
Tjaernoeia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Tjaernoeia is a genus of sea snails, marine gastropod mollusks in the informal group Lower Heterobranchia. They are named after the marine laboratory at Tjärnö, Strömstad, Sweden. Their shells are rounded, thin and translucent."
Clatrosansonia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Mareleptopoma_drivasi_%28MNHN-IM-2000-22758%29.jpeg/250px-Mareleptopoma_drivasi_%28MNHN-IM-2000-22758%29.jpeg,"Mareleptopoma is a genus of small sea snails, marine gastropod molluscs in the subfamily Pickworthiinae of the family Pickworthiidae ."
Solariorbis,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Solariorbis_petitii_%28MNHN-IM-2000-23240%29_001.jpeg/250px-Solariorbis_petitii_%28MNHN-IM-2000-23240%29_001.jpeg,Solariorbis is a genus of gastropods belonging to the family Tornidae.
Vitrinella,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Vitrinella_canaliculata_%28MNHN-IM-2010-23012%29.jpeg/250px-Vitrinella_canaliculata_%28MNHN-IM-2010-23012%29.jpeg,"Vitrinella is a genus of minute sea snails, marine gastropod mollusks or micromollusks in the family Vitrinellidae. == Distribution == This marine genus occurs off Gulf of Oman, New Caledonia, Fiji, Indonesia, Japan, the Philippines, Singapore and Australia (New South Wales, Northern Territory, Queensland, South Australia and Victoria) This marine genus occurs off Gulf of Oman, New Caledonia, Fiji, Indonesia, Japan, the Philippines, Singapore and Australia (New South Wales, Northern Territory, Queensland, South Australia and Victoria)"
Hemilepton,,
Finella,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Jacob_Jacobsz_de_Wet_II_%28Haarlem_1641-2_-_Amsterdam_1697%29_-_Kenneth_III%2C_King_of_Scotland_%28982-1005%29_-_RCIN_403298_-_Royal_Collection.jpg/250px-Jacob_Jacobsz_de_Wet_II_%28Haarlem_1641-2_-_Amsterdam_1697%29_-_Kenneth_III%2C_King_of_Scotland_%28982-1005%29_-_RCIN_403298_-_Royal_Collection.jpg,"Cináed mac Maíl Coluim (Modern Scottish Gaelic: Coinneach mac Mhaoil Chaluim, anglicised Kenneth II, and nicknamed An Fionnghalach, ""The Fratricidal""; 932–995) was King of Alba (Scotland) from 971 to 995. The son of Malcolm I (Máel Coluim mac Domnaill), he succeeded King Cuilén (Cuilén mac Iduilb) on the latter's death at the hands of Rhydderch ap Dyfnwal in 971. == Primary sources == The Chronicle of the Kings of Alba was compiled in Kenneth's reign, but many of the place names mentioned are entirely corrupt, if not fictitious."
Julia,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Julia_exquisita.jpg/250px-Julia_exquisita.jpg,"Julia is a genus of minute sea snails, marine gastropod mollusks or micromollusks in the superfamily Oxynooidea. Julia is the type genus of the family Juliidae."
Teinostoma,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Teinostoma_carbonnieri_%28MNHN-IM-2000-31069%29.jpeg/250px-Teinostoma_carbonnieri_%28MNHN-IM-2000-31069%29.jpeg,"Teinostoma is a genus of minute sea snails, marine gastropod mollusks or micromollusks in the family Teinostomatidae. This genus used to be placed within the family Skeneidae or family Tornidae == Shell description == The shells of species in this genus are usually white and glossy, are transparent when fresh, and are only a few millimeters in maximum size. The shell is orbicular, depressed, subspiral and polished."
Telodiacria,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Telodiacria danae is a species of pteropod. It was formerly known as Diacra danae. == Environment == The species is concentrated in the Gulf of Mexico, and was also seen in remote locations, such as near Tokelau and Kiribati."
Parathyasira,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Thyasira_gouldi_%28from_Sars%2C_1878%29.png/250px-Thyasira_gouldi_%28from_Sars%2C_1878%29.png,"Thyasiridae is a family of bivalve molluscs, including the cleft clams, in the order Lucinida."
Costulopsis,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Clathropsis_poppearum_%28MNHN-IM-2014-6603%29.jpeg/250px-Clathropsis_poppearum_%28MNHN-IM-2014-6603%29.jpeg,"Costulopsis is a genus of minute sea snails, marine gastropod molluscs in the family Cerithiopsidae."
Amphithalamus,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Amphithalamus_vallei_01.jpg/250px-Amphithalamus_vallei_01.jpg,"Amphitalhamus is a genus of minute sea snails, marine gastropod mollusks or micromollusks in the family Anabathridae. == Synonyms == Amphithalamus africanus Bartsch: synonym of Afriscrobs africanus (original combination) Amphithalamus alphesboei Melvill: synonym of Pseudonoba ictriella (junior subjective synonym) Amphithalamus annamiticus : synonym of Barleeia annamitica (superseded combination) Amphithalamus aurantiocinctus May: synonym of Crassitoniella erratica (junior subjective synonym) Amphithalamus capricorneus Hedley: synonym of Eatonina capricornea (superseded combination) Amphithalamus costatus Hedley: synonym of Pisinna costata (superseded combination) Amphithalamus denseplicatus W. H. Turton: synonym of Afriscrobs africanus Amphithalamus dysbatus Pilsbry & T. L. McGinty: synonym of Floridiscrobs dysbatus (original combination) Amphithalamus elspethae Melvill: synonym of Chevallieria columen (junior subjective synonym) Amphithalamus erratica May: synonym of Crassitoniella erratica (original combination) Amphithalamus hedleyi : synonym of Anabathron hedleyi (superseded combination) Amphithalamus imitator Thiele: synonym of Haurakia imitator (original combination) Amphithalamus kohllarseni David: synonym of Pisinna minor (junior subjective synonym) Amphithalamus luteofuscus May: synonym of Anabathron luteofuscum (original combination) Amphithalamus muiri Barnard: synonym of Afriscrobs muiri (original combination) Amphithalamus multistriatus W. H. Turton: synonym of Afriscrobs africanus Amphithalamus myersi Ladd: synonym of Protobarleeia myersi Amphithalamus pertumidus May: synonym of Onoba pertumida (original combination) Amphithalamus psomus Melvill: synonym of Iravadia delicata : synonym of Pseudonoba delicata (junior subjective synonym) Amphithalamus pupoideus H. Adams: synonym of Badepigrus pupoideus (unaccepted > superseded combination) Amphithalamus stephensae Bartsch: synonym of Amphithalamus inclusus P. P. Carpenter (junior subjective synonym) Amphithalamus tenuis Bartsch: synonym of Amphithalamus inclusus P. P. Carpenter Amphithalamus tiara May: synonym of Onoba tiara (original combination) Amphithalamus trosti Strong & Hertlein: synonym of Amphithalamus inclusus P. P. Carpenter Amphithalamus turtoni Bartsch: synonym of Afriscrobs turtoni (original combination). == Taxon inquirendum == Amphithalamus sowerbyi W. H. Turton"
Neritilia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Neritilia_succinea_%28MNHN-IM-2000-32772%29.jpeg/250px-Neritilia_succinea_%28MNHN-IM-2000-32772%29.jpeg,"Neritilia is a genus of freshwater snails which live near the sea coast in submarine caves. They have an operculum, and are aquatic gastropod mollusks in the family Neritiliidae."
Clathurella,https://upload.wikimedia.org/wikipedia/commons/e/e0/Clathurella_rava_001.png,"Clathurella is a genus of sea snails, marine gastropod mollusks in the family Clathurellidae. == Description == The shell is fusiform or turriculated. The columella lip has no callosity, except a small posterior tooth."
Careliopsis,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Careliopsis_utdigitulus_%28MNHN-IM-2000-32292%29.jpeg/250px-Careliopsis_utdigitulus_%28MNHN-IM-2000-32292%29.jpeg,"Careliopsis is a genus of sea snails, marine gastropod mollusks in the family Pyramidellidae, the pyrams and their allies. == Distribution == Marine Marine"
Ledella,https://upload.wikimedia.org/wikipedia/commons/a/a2/Phyllonorycter_ledella.JPG,"Phyllonorycter ledella is a moth of the family Gracillariidae. It is known from Québec, Canada, and California, United States. The species is listed as endangered in Connecticut."
Asperosculptura,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Asperosculptura_exquisita_01.jpg/250px-Asperosculptura_exquisita_01.jpg,"Asperosculptura is a genus of sea snails, marine gastropod mollusks in the family Horaiclavidae."
Cylichna,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Cylichna_lemchei_%28MNHN-IM-2000-27676%29.jpeg/250px-Cylichna_lemchei_%28MNHN-IM-2000-27676%29.jpeg,"Cylichna is a genus of sea snails or bubble snails, marine gastropod molluscs in the family Cylichnidae, the ""chalice bubble snails""."
Americhiton,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,Americhiton is a genus of chitons within the family Acanthochitonidae. Members of this genus are found distributed in the Caribbean Sea and in the Pacific off coasts of Mexico.
Agathotoma,https://upload.wikimedia.org/wikipedia/commons/c/c5/Agathotoma_neglecta_001.jpg,"Agathotoma is a genus of minute sea snails, marine gastropod mollusks or micromollusks in the family Mangeliidae. == Description == Typical character of this genus: the spiral sculpture consists of fine, incised striae."
Austropusilla,https://upload.wikimedia.org/wikipedia/commons/7/77/Austropusilla_hilum_001.jpg,"Austropusilla is a genus of sea snails, marine gastropod mollusks in the family Raphitomidae. == Distribution == This marine genus used to be endemic to Australia and occurs off New South Wales, Tasmania and Victoria. A. simoniana occurs off the Cape Province, South Africa. This marine genus used to be  endemic to Australia and occurs off New South Wales, Tasmania and Victoria. A. simoniana occurs off the Cape Province, South Africa."
Cantharidella,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Cantharidella_picturata_001.jpg/250px-Cantharidella_picturata_001.jpg,"Cantharidella is a genus of small sea snails, marine gastropod molluscs in the subfamily Trochinae of the family Trochidae, the top snails. == Description == This genus consists of small forms with much the aspect of tiny Cantharidus. They are usually polished, narrowly or not perforate."
Aclophoropsis,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Aclophoropsis_festiva_001.jpg/250px-Aclophoropsis_festiva_001.jpg,"Aclophoropsis is a genus of minute sea snails with left-handed shell-coiling, marine gastropod mollusks or micromollusks in the family Triphoridae. == Description == These small snails have left-handed shells (adult size from 6 – 12 mm) with very high spires. == Distribution == These small sea snails are found in Australia (Victoria, New South Wales), Tasmania, and French Polynesia These small sea snails are found in Australia (Victoria, New South Wales),  Tasmania, and French Polynesia"
Cuvierina,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,Cuvierina is a genus of gastropods belonging to the family Cuvierinidae. The genus has almost cosmopolitan distribution.
Curvemysella,,
Teredora,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Teredora princesae is a species of marine bivalve mollusc in the family Teredinidae, the shipworms. This species lives in timber that is floating in the western Pacific Ocean. == Description == Like other shipworms, Teredora princesae has an elongated, wormlike body which is completely enclosed in a tunnel it has made in floating or submerged timber."
Cyrtodaria,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Hiatella_arctica2.jpg/250px-Hiatella_arctica2.jpg,"Hiatellidae is a taxonomic family of saltwater clams, marine bivalve molluscs. This family is placed in the order Adapedonta. == Genera == Genera within the family Hiatellidae include: Cyrtodaria Reuss Hiatella Bosc Panomya Gray Panopea Menard Saxicavella P. Fischer"
Ameritella,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Angulus_fabula.jpg/250px-Angulus_fabula.jpg,"The Tellinidae are a family of marine bivalve molluscs of the order Cardiida. Commonly known as tellins or tellens, they live fairly deep in soft sediments in shallow seas and respire using long siphons that reach up to the surface of the sediment. == Characteristics == Tellinids have rounded or oval, elongated shells, much flattened."
Amblychilepas,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Amblychilepas_platyactis_01.JPG/250px-Amblychilepas_platyactis_01.JPG,"Amblychilepas platyactis is a species of sea snail, a marine gastropod mollusk in the family Fissurellidae, the keyhole limpets. == Description == The size of this species varies between 11 mm and 25 mm. == Distribution == This marine species occurs off West Cape to East London, South Africa This marine species occurs off West Cape to East London, South Africa"
Agatha,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Dictyocha_speculum.jpg/330px-Dictyocha_speculum.jpg,"The silicoflagellates (order Dictyochales) are a small group of unicellular photosynthetic protists, or algae, belonging to the supergroup of eukaryotes known as Stramenopiles. They behave as plankton and are present in oceanic waters. They are well-known from harmful algal blooms that cause high mortality of fish. Additionally, they compose a rich fossil record represented by their silica skeletons."
Furukawaia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Ataxocerithium_serotinum_001.jpg/250px-Ataxocerithium_serotinum_001.jpg,"Newtoniellidae is a family of small sea snails, marine gastropod mollusks or micromollusks in the superfamily Triphoroidea."
Ribriarca,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Striarca_lactea_001.jpg/250px-Striarca_lactea_001.jpg,"Noetiidae is a family of saltwater clams, marine bivalve molluscs in the order Arcida. They are related to the ark clams and used to be classified as among them. They are differentiated from the ark clams by the presence of striations on the hinge ligament and on the placement of this ligament."
Balanetta,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Balanetta_baylii_%28MNHN-IM-2000-1102%29.jpeg/250px-Balanetta_baylii_%28MNHN-IM-2000-1102%29.jpeg,"Balanetta is a genus of small, often colorful, sea snails, marine gastropod molluscs in the taxonomic family of the margin shells (Marginellidae)."
Hanleyanus,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,Hanleyanus is a genus of bivalves belonging to the family Tellinidae. The species of this genus are found in Southeastern Asia and Australia.
Basisulcata,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Alvania basisulcata is an extinct species of minute sea snail, a marine gastropod mollusc or micromollusk in the family Rissoidae. == Description == The length of the shell attains 2.4 mm, its diameter 1.6 mm. == Distribution == Fossils of this species were found in late Miocene strata in Northern Germany Fossils of this species were found in late Miocene strata in Northern Germany"
Atrimitra,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Atrimitra is a genus of sea snails, marine gastropod mollusks in the family Mitridae."
Atalacmea,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Atalacmea_fragilis_%28MNHN-IM-2000-4994%29.jpeg/250px-Atalacmea_fragilis_%28MNHN-IM-2000-4994%29.jpeg,"Atalacmea is a genus of sea snails or true limpets, marine gastropod molluscs in the family Lottiidae, one of the families of true limpets."
Cryptonatica,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Cryptonatica_janthostoma_%28MNHN-IM-2000-5180%29.jpeg/250px-Cryptonatica_janthostoma_%28MNHN-IM-2000-5180%29.jpeg,"Cryptonatica is a genus of predatory sea snails, marine gastropod mollusks in the family Naticidae, the moon snails."
Pseudoliva,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Pseudoliva_sepimentum_%28MNHN-IM-2000-1301%29.jpeg/250px-Pseudoliva_sepimentum_%28MNHN-IM-2000-1301%29.jpeg,"Pseudoliva is a genus of sea snails, marine gastropod mollusks in the family Pseudolividae. Pseudoliva is the type genus of that family."
Carinaria,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Carinaria_cristata.jpg/250px-Carinaria_cristata.jpg,"Carinaria cristata, commonly known as the glassy nautilus, is a species of pelagic marine gastropod mollusc in the family Carinariidae. It is found in the Pacific Ocean and is described as being holoplanktonic, because it spends its entire life as part of the plankton. It was first described by Carl Linnaeus in 1767."
Austroharpa,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Austroharpa is a genus of sea snails, marine gastropod mollusks in the family Harpidae."
Ctenoides,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Ctenoides_ales_by_OpenCage.jpg/250px-Ctenoides_ales_by_OpenCage.jpg,"Ctenoides ales is a species of saltwater clam, a marine bivalve mollusk in the family Limidae, the file clams. It is known by the names electric flame scallop, disco scallop, electric clam and disco clam. The clam has been given these nicknames because its soft tissues flash light like a disco ball."
Eurytellina,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Eurytellina_lineata.jpg/250px-Eurytellina_lineata.jpg,Eurytellina is a genus of bivalves belonging to the family Tellinidae. The species of this genus are found in southern Asia and America.
Acanthocardia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Acanthocardia_aculeata_001.jpg/250px-Acanthocardia_aculeata_001.jpg,"Acanthocardia is a genus of saltwater clams, marine bivalve molluscs in the family Cardiidae. They are infaunal suspension feeders."
